_id;recvTimeTs;recvTime;entityId;attrValue;attrMd
92535;1596032134;2020-07-29T14:15:34;Aparcamiento:105;197;
92536;1596032674;2020-07-29T14:24:34;Aparcamiento:105;196;
92537;1596032794;2020-07-29T14:26:34;Aparcamiento:105;195;
92538;1596032854;2020-07-29T14:27:34;Aparcamiento:105;196;
92539;1596032973;2020-07-29T14:29:33;Aparcamiento:105;195;
92540;1596033214;2020-07-29T14:33:34;Aparcamiento:105;196;
92541;1596034113;2020-07-29T14:48:33;Aparcamiento:105;197;
92542;1596034233;2020-07-29T14:50:33;Aparcamiento:105;195;
92543;1596034293;2020-07-29T14:51:33;Aparcamiento:105;193;
92544;1596034414;2020-07-29T14:53:34;Aparcamiento:105;192;
92545;1596034474;2020-07-29T14:54:34;Aparcamiento:105;190;
92546;1596034594;2020-07-29T14:56:34;Aparcamiento:105;191;
92547;1596034654;2020-07-29T14:57:34;Aparcamiento:105;190;
92548;1596035013;2020-07-29T15:03:33;Aparcamiento:105;189;
92549;1596035193;2020-07-29T15:06:33;Aparcamiento:105;188;
92550;1596035494;2020-07-29T15:11:34;Aparcamiento:105;187;
92551;1596035553;2020-07-29T15:12:33;Aparcamiento:105;186;
92552;1596035733;2020-07-29T15:15:33;Aparcamiento:105;187;
92553;1596035853;2020-07-29T15:17:33;Aparcamiento:105;186;
92554;1596035913;2020-07-29T15:18:33;Aparcamiento:105;187;
92555;1596036215;2020-07-29T15:23:35;Aparcamiento:105;185;
92556;1596036273;2020-07-29T15:24:33;Aparcamiento:105;184;
92557;1596036393;2020-07-29T15:26:33;Aparcamiento:105;185;
92558;1596036456;2020-07-29T15:27:36;Aparcamiento:105;187;
92559;1596036634;2020-07-29T15:30:34;Aparcamiento:105;186;
92560;1596036813;2020-07-29T15:33:33;Aparcamiento:105;187;
92561;1596037354;2020-07-29T15:42:34;Aparcamiento:105;185;
92562;1596037473;2020-07-29T15:44:33;Aparcamiento:105;186;
92563;1596037534;2020-07-29T15:45:34;Aparcamiento:105;187;
92564;1596037833;2020-07-29T15:50:33;Aparcamiento:105;188;
92565;1596038014;2020-07-29T15:53:34;Aparcamiento:105;189;
92566;1596038553;2020-07-29T16:02:33;Aparcamiento:105;188;
92567;1596038733;2020-07-29T16:05:33;Aparcamiento:105;189;
92568;1596038793;2020-07-29T16:06:33;Aparcamiento:105;190;
92569;1596038913;2020-07-29T16:08:33;Aparcamiento:105;191;
92570;1596039153;2020-07-29T16:12:33;Aparcamiento:105;189;
