,free,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,radmax,vvmed,vvmax,dvmed,prec,dewpt,dpv
2020-06-16 11:00:00,,32.3,33.7,30.7,19.7,24.3,16.4,997.7,1161.0,1.1,3.3,  108.6,0.0,6.2,3.9
2020-06-16 12:00:00,,31.7,33.9,30.4,27.9,35.1,16.3,990.6,1083.0,1.9,5.1,  172.9,0.0,10.6,3.4
2020-06-16 13:00:00,,31.2,31.8,30.6,27.7,31.2,24.0,941.7,1036.0,2.0,5.9,  155.2,0.0,10.3,3.3
2020-06-16 14:00:00,,31.6,32.4,30.8,23.3,26.2,20.6,830.8,905.0,2.1,6.1,  162.9,0.0,8.1,3.6
2020-06-16 15:00:00,,31.5,32.1,30.4,21.4,23.9,19.6,684.5,762.9,2.0,5.8,  177.4,0.0,6.9,3.6
2020-06-16 16:00:00,,30.5,30.9,30.2,20.6,22.3,19.6,505.6,601.7,2.4,6.7,  178.3,0.0,5.5,3.5
2020-06-16 17:00:00,,30.0,30.6,29.0,20.1,21.1,19.2,260.1,399.8,1.9,5.5,  189.5,0.0,4.7,3.4
2020-06-16 18:00:00,,27.8,29.1,25.0,31.0,51.3,20.1,41.1,129.0,1.2,3.4,  107.1,0.0,8.1,2.6
2020-06-16 19:00:00,,23.7,25.1,23.0,57.6,60.5,51.3,5.1,23.7,1.1,3.5,   39.3,0.0,14.9,1.2
2020-06-16 20:00:00,,22.7,23.2,22.2,59.7,61.3,58.5,0.0,0.0,1.3,3.5,   62.3,0.0,14.5,1.1
2020-06-16 21:00:00,,21.7,22.4,21.2,62.2,65.6,59.5,0.0,0.0,0.5,1.6,   80.3,0.0,14.2,1.0
2020-06-16 22:00:00,,20.9,21.6,20.4,65.1,69.2,60.9,0.0,0.0,0.2,1.3,   26.2,0.0,14.1,0.9
2020-06-16 23:00:00,,20.0,20.6,19.6,65.6,67.6,63.4,0.0,0.0,0.4,1.0,  188.4,0.0,13.4,0.8
2020-06-17 00:00:00,,19.4,19.7,19.1,69.8,71.6,67.2,0.0,0.0,0.6,1.4,  189.5,0.0,13.8,0.7
2020-06-17 01:00:00,,19.1,19.3,18.8,74.0,76.0,71.5,0.0,0.0,0.3,1.1,  182.7,0.0,14.3,0.6
2020-06-17 02:00:00,,18.7,19.0,18.4,76.4,77.8,75.5,0.0,0.0,0.3,0.9,  194.8,0.0,14.5,0.5
2020-06-17 03:00:00,,18.5,18.8,18.1,77.7,79.3,76.0,0.0,0.0,0.4,0.9,  190.7,0.0,14.6,0.5
2020-06-17 04:00:00,,18.0,18.4,17.6,80.5,81.6,79.3,2.3,17.2,0.3,0.9,  194.0,0.0,14.6,0.4
2020-06-17 05:00:00,,19.0,20.1,17.8,77.4,81.6,72.5,85.4,165.7,0.2,1.1,  325.2,0.0,15.0,0.5
2020-06-17 06:00:00,,21.2,22.5,20.1,69.4,73.4,65.6,234.6,365.7,0.5,1.5,  357.6,0.0,15.4,0.8
2020-06-17 07:00:00,,23.5,24.9,22.3,60.9,65.3,56.1,471.9,576.3,0.6,1.6,   14.6,0.0,15.6,1.1
2020-06-17 08:00:00,,25.7,27.3,24.5,51.9,56.4,44.7,669.4,758.9,0.8,2.0,   18.1,0.0,15.0,1.6
2020-06-17 09:00:00,,28.4,29.6,27.0,42.1,48.6,35.4,820.4,967.0,1.0,3.1,   27.4,0.0,14.2,2.2
2020-06-17 10:00:00,,28.7,30.0,27.4,38.6,43.7,33.6,778.9,1068.0,1.0,3.9,  137.6,0.0,13.2,2.4
2020-06-17 11:00:00,,29.4,30.3,28.9,37.4,41.7,33.1,1011.7,1034.0,1.7,4.4,  158.3,0.0,13.4,2.6
2020-06-17 12:00:00,,29.3,30.2,28.7,37.2,41.5,33.2,1016.0,1066.0,2.0,6.2,  127.4,0.0,13.1,2.6
2020-06-17 13:00:00,,29.4,30.1,28.7,36.8,42.1,31.6,859.7,1141.0,2.3,6.7,  146.8,0.0,13.1,2.6
2020-06-17 14:00:00,,28.5,30.2,27.8,32.2,34.1,29.2,327.5,1118.0,2.1,6.4,  158.5,0.0,10.3,2.6
2020-06-17 15:00:00,,29.2,29.7,27.9,27.7,33.3,24.7,715.7,972.0,2.2,6.0,  172.5,0.0,8.6,2.9
2020-06-17 16:00:00,,28.7,29.3,28.3,27.6,29.3,25.2,524.6,612.5,2.2,6.2,  176.9,0.0,8.2,2.8
2020-06-17 17:00:00,,28.1,29.0,27.4,30.1,33.0,26.8,293.2,434.1,1.5,4.7,  148.2,0.0,9.0,2.7
2020-06-17 18:00:00,,26.6,27.6,25.5,34.6,45.3,31.9,114.5,204.2,1.7,5.0,  129.9,0.0,9.7,2.3
2020-06-17 19:00:00,,23.7,25.6,22.4,57.1,63.4,45.2,7.7,36.6,1.4,4.6,  100.6,0.0,14.7,1.3
2020-06-17 20:00:00,,21.6,22.5,21.0,68.4,70.7,63.4,0.0,0.0,1.1,3.3,  104.4,0.0,15.5,0.8
2020-06-17 21:00:00,,21.1,21.4,20.8,70.0,71.5,68.1,0.0,0.0,0.9,3.1,   96.7,0.0,15.4,0.8
2020-06-17 22:00:00,,20.7,21.0,20.4,72.3,73.4,70.6,0.0,0.0,0.5,2.9,  111.6,0.0,15.5,0.7
2020-06-17 23:00:00,,20.1,20.7,19.5,74.7,78.1,72.3,0.0,0.0,0.3,1.6,   14.9,0.0,15.5,0.6
2020-06-18 00:00:00,,20.0,20.6,19.5,79.3,81.3,77.9,0.0,0.0,0.4,1.6,   50.6,0.0,16.4,0.5
2020-06-18 01:00:00,,20.3,20.5,20.0,80.4,82.2,79.2,0.0,0.0,0.1,1.0,   13.0,0.0,16.8,0.5
2020-06-18 02:00:00,,20.0,20.2,19.7,82.8,83.9,81.9,0.0,0.0,0.1,0.7,    3.0,0.0,16.9,0.4
2020-06-18 03:00:00,,19.9,20.1,19.6,83.9,84.5,83.3,0.0,0.0,0.3,1.0,   48.0,0.0,17.1,0.4
2020-06-18 04:00:00,,20.0,20.3,19.6,83.4,84.2,82.8,2.0,10.8,0.1,0.8,   43.6,0.0,17.1,0.4
2020-06-18 05:00:00,,20.0,20.7,19.4,83.5,85.4,80.9,23.8,101.1,0.2,0.9,  299.6,0.0,17.1,0.4
2020-06-18 06:00:00,,21.5,22.2,20.6,76.2,81.0,71.5,150.1,425.9,0.4,1.6,  290.6,0.0,17.1,0.6
2020-06-18 07:00:00,,23.3,25.5,22.2,65.3,71.8,57.8,398.4,759.0,0.6,2.0,  303.4,0.0,16.4,1.0
2020-06-18 08:00:00,,24.3,25.7,23.6,59.6,62.4,54.7,380.3,935.0,0.7,2.1,  306.0,0.0,16.0,1.2
2020-06-18 09:00:00,,25.8,26.8,24.9,53.0,57.2,45.6,549.6,1004.0,0.7,2.3,  358.1,0.0,15.5,1.6
2020-06-18 10:00:00,,27.7,28.7,26.6,44.4,49.9,39.7,925.3,1006.0,1.1,3.0,   40.1,0.0,14.5,2.1
2020-06-18 11:00:00,,29.6,30.6,28.6,39.7,45.3,35.1,1004.8,1058.0,1.3,4.0,   31.9,0.0,14.5,2.5
2020-06-18 12:00:00,,30.2,30.8,29.4,39.6,44.4,35.6,971.2,1103.0,1.8,5.1,   37.2,0.0,15.0,2.6
2020-06-18 13:00:00,,30.3,31.0,29.8,37.9,41.5,34.2,977.3,1057.0,2.1,4.6,   49.1,0.0,14.4,2.7
2020-06-18 14:00:00,,29.6,30.3,28.8,37.2,40.8,34.8,859.5,954.0,2.5,5.4,   56.4,0.0,13.5,2.6
2020-06-18 15:00:00,,28.0,29.5,26.7,45.4,49.8,39.0,685.1,847.0,2.1,5.1,  105.0,0.0,15.0,2.1
2020-06-18 16:00:00,,26.3,27.0,26.0,49.7,51.6,47.5,477.5,655.5,1.7,4.9,  102.7,0.0,15.0,1.7
2020-06-18 17:00:00,,26.4,27.1,25.8,48.9,50.6,47.2,296.0,399.8,1.5,3.8,   45.0,0.0,14.8,1.8
2020-06-18 18:00:00,,25.2,26.0,24.1,51.2,54.0,48.7,125.0,232.2,1.5,4.0,   54.0,0.0,14.5,1.6
2020-06-18 19:00:00,,23.5,24.2,22.8,56.8,61.6,53.5,4.0,21.5,1.4,4.6,   61.8,0.0,14.4,1.2
2020-06-18 20:00:00,,22.7,23.0,22.4,63.7,64.8,61.5,0.0,0.0,0.8,2.8,   94.8,0.0,15.5,1.0
2020-06-18 21:00:00,,22.2,22.6,22.0,66.9,70.3,64.3,0.0,0.0,0.8,2.3,   34.9,0.0,15.8,0.9
2020-06-18 22:00:00,,22.2,22.4,21.9,68.6,70.3,68.0,0.0,0.0,0.5,1.9,  112.4,0.0,16.2,0.8
2020-06-18 23:00:00,,22.0,22.4,21.7,67.4,69.4,64.8,0.0,0.0,0.8,2.9,   34.3,0.0,15.7,0.9
2020-06-19 00:00:00,,22.1,22.3,21.9,67.3,68.2,66.6,0.0,0.0,0.4,1.7,  205.1,0.0,15.7,0.9
2020-06-19 01:00:00,,21.8,22.0,21.6,69.0,70.0,68.1,0.0,0.0,0.3,1.1,  167.0,0.0,15.9,0.8
2020-06-19 02:00:00,,21.6,21.9,21.1,70.8,73.6,69.0,0.0,0.0,0.5,2.7,   38.8,0.0,16.0,0.8
2020-06-19 03:00:00,,21.3,21.7,20.9,73.1,75.6,71.4,0.0,0.0,0.5,1.8,   34.5,0.0,16.3,0.7
2020-06-19 04:00:00,,21.0,21.3,20.6,77.8,80.7,75.5,0.8,6.5,0.4,1.5,   68.3,0.0,17.0,0.6
2020-06-19 05:00:00,,20.8,21.1,20.6,78.6,80.9,76.6,28.1,53.8,0.5,1.5,  203.0,0.0,17.0,0.5
2020-06-19 06:00:00,,21.6,23.0,21.0,75.7,78.4,68.0,120.8,436.6,0.3,1.4,  220.0,0.0,17.1,0.6
2020-06-19 07:00:00,,23.8,25.3,22.8,64.7,69.5,58.4,282.9,615.0,0.5,2.0,   62.8,0.0,16.7,1.0
2020-06-19 08:00:00,,23.9,24.7,23.4,64.5,66.7,61.0,262.5,744.0,0.8,2.1,   48.1,0.0,16.9,1.1
2020-06-19 09:00:00,,25.2,27.0,24.3,58.1,61.9,51.3,380.6,968.0,0.6,2.3,   66.0,0.0,16.4,1.3
2020-06-19 10:00:00,,27.8,28.7,26.8,47.9,53.1,43.7,727.4,1075.0,1.1,2.6,   39.5,0.0,15.8,1.9
2020-06-19 11:00:00,,27.7,29.2,26.6,45.0,50.2,40.7,580.9,1167.0,1.0,3.9,   74.0,0.0,14.7,2.1
2020-06-19 12:00:00,,29.1,30.1,27.6,41.4,46.9,36.1,737.9,1148.0,1.3,3.7,   59.3,0.0,14.7,2.4
2020-06-19 13:00:00,,28.6,30.1,27.2,44.8,50.3,39.2,717.1,1075.0,1.6,4.5,  122.6,0.0,15.4,2.2
2020-06-19 14:00:00,,29.2,29.7,28.5,42.7,44.8,40.7,816.3,956.0,1.9,5.6,  118.5,0.0,15.3,2.3
2020-06-19 15:00:00,,28.3,28.9,27.7,44.3,46.6,41.6,534.3,765.1,1.9,5.7,  135.6,0.0,15.0,2.1
2020-06-19 16:00:00,,27.8,28.9,26.9,43.3,45.4,40.2,321.8,717.8,1.6,4.7,  153.1,0.0,14.2,2.1
2020-06-19 17:00:00,,26.5,27.0,26.0,43.8,44.8,42.7,114.1,144.0,1.6,5.3,  153.7,0.0,13.2,1.9
2020-06-19 18:00:00,,25.9,26.7,25.1,43.8,47.3,41.2,96.3,197.8,1.4,4.3,  169.4,0.0,12.6,1.9
2020-06-19 19:00:00,,24.3,25.2,23.3,48.3,52.7,45.5,8.0,38.7,0.9,3.7,  118.2,0.0,12.7,1.6
2020-06-19 20:00:00,,23.4,23.7,23.0,51.2,53.2,49.3,0.0,0.0,0.6,2.7,  170.8,0.0,12.7,1.4
2020-06-19 21:00:00,,23.1,23.6,22.6,50.5,52.6,47.6,0.0,0.0,0.7,2.6,  178.2,0.0,12.3,1.4
2020-06-19 22:00:00,,22.3,22.9,21.2,52.4,56.3,47.8,0.0,0.0,0.4,2.3,  168.6,0.0,12.1,1.3
2020-06-19 23:00:00,,20.5,21.2,19.9,58.4,62.3,55.7,0.0,0.0,0.3,1.1,  167.1,0.0,12.1,1.0
2020-06-20 00:00:00,,19.7,20.2,19.2,61.6,63.5,59.4,0.0,0.0,0.5,1.5,  193.3,0.0,12.1,0.9
2020-06-20 01:00:00,,18.9,19.4,18.4,65.3,67.1,63.2,0.0,0.0,0.4,1.1,  189.3,0.0,12.3,0.8
2020-06-20 02:00:00,,18.3,18.6,18.1,68.6,70.3,67.1,0.0,0.0,0.4,1.1,  187.5,0.0,12.5,0.7
2020-06-20 03:00:00,,18.1,18.3,17.7,72.1,74.3,70.0,0.0,0.0,0.2,1.1,  188.7,0.0,13.0,0.6
2020-06-20 04:00:00,,17.3,17.9,16.8,76.0,77.7,73.9,2.8,19.4,0.1,0.8,  159.2,0.0,13.0,0.5
2020-06-20 05:00:00,,19.0,21.2,17.4,70.2,75.3,64.1,84.9,165.7,0.1,0.8,  164.7,0.0,13.4,0.7
2020-06-20 06:00:00,,22.0,23.2,21.0,62.4,65.3,57.6,262.4,363.5,0.5,1.2,    9.0,0.0,14.5,1.0
2020-06-20 07:00:00,,23.9,24.7,22.7,56.4,60.3,52.8,466.6,563.3,0.6,1.9,  335.8,0.0,14.7,1.3
2020-06-20 08:00:00,,25.9,27.0,24.5,50.1,55.8,46.8,654.6,737.4,0.6,1.8,   41.4,0.0,14.7,1.7
2020-06-20 09:00:00,,27.9,28.9,26.2,44.2,50.8,39.0,812.7,879.0,0.8,2.5,   38.4,0.0,14.6,2.1
2020-06-20 10:00:00,,30.2,31.1,28.7,37.0,41.7,32.0,927.3,971.0,1.1,3.5,   18.8,0.0,13.9,2.7
2020-06-20 11:00:00,,31.0,31.9,30.4,31.0,34.4,27.9,991.3,1008.0,1.2,3.6,  151.8,0.0,11.9,3.1
2020-06-20 12:00:00,,32.3,33.1,31.6,28.9,31.8,26.7,994.2,1008.0,1.1,3.3,  178.9,0.0,11.9,3.4
2020-06-20 13:00:00,,32.6,33.3,32.1,29.1,32.1,24.9,947.3,980.0,1.5,3.9,  166.4,0.0,12.4,3.5
2020-06-20 14:00:00,,32.9,33.5,32.4,28.4,31.1,26.0,844.8,902.0,1.5,5.1,  150.3,0.0,12.2,3.6
2020-06-20 15:00:00,,32.5,33.4,31.8,27.8,30.6,24.2,693.8,775.6,1.6,4.7,  165.7,0.0,11.6,3.5
2020-06-20 16:00:00,,32.3,32.8,31.8,24.2,26.6,22.5,509.2,603.7,1.6,4.9,  166.3,0.0,9.3,3.7
2020-06-20 17:00:00,,31.4,31.9,30.9,25.7,26.7,24.8,308.5,408.2,2.0,5.4,  170.2,0.0,9.4,3.4
2020-06-20 18:00:00,,30.3,31.2,29.2,27.4,29.5,25.6,112.5,202.0,1.0,4.0,  311.9,0.0,9.5,3.1
2020-06-20 19:00:00,,28.3,29.4,27.1,31.9,37.1,29.1,7.1,34.4,0.6,2.7,  201.4,0.0,10.0,2.6
2020-06-20 20:00:00,,24.9,27.0,23.6,53.3,63.1,37.3,0.0,0.0,0.7,1.8,   31.4,0.0,14.6,1.5
2020-06-20 21:00:00,,22.6,23.7,21.8,67.9,72.1,62.9,0.0,0.0,0.4,1.4,   30.1,0.0,16.4,0.9
2020-06-20 22:00:00,,21.6,22.1,20.8,73.2,76.9,71.3,0.0,0.0,0.2,1.5,   77.7,0.0,16.6,0.7
2020-06-20 23:00:00,,20.9,21.4,20.4,70.7,74.0,69.2,0.0,0.0,0.2,0.8,  183.9,0.0,15.4,0.7
2020-06-21 00:00:00,,20.6,20.9,20.1,67.7,70.4,65.3,0.0,0.0,0.4,1.2,  190.5,0.0,14.4,0.8
2020-06-21 01:00:00,,19.9,20.2,19.6,68.8,70.5,66.7,0.0,0.0,0.4,1.3,  191.3,0.0,14.0,0.7
2020-06-21 02:00:00,,19.3,19.8,18.7,69.9,73.2,68.1,0.0,0.0,0.3,1.1,  197.1,0.0,13.7,0.7
2020-06-21 03:00:00,,18.7,19.1,18.4,70.2,72.1,68.1,0.0,0.0,0.4,1.0,  193.8,0.0,13.2,0.6
2020-06-21 04:00:00,,18.2,18.6,18.0,73.8,75.3,71.7,2.6,19.4,0.3,1.0,  190.4,0.0,13.5,0.5
2020-06-21 05:00:00,,19.7,22.4,18.2,70.7,75.2,61.6,84.3,167.8,0.1,0.7,  149.8,0.0,14.2,0.7
2020-06-21 06:00:00,,23.0,24.2,22.3,60.4,63.0,56.4,266.5,367.7,0.3,1.3,  359.0,0.0,14.9,1.1
2020-06-21 07:00:00,,25.8,28.0,24.0,51.5,58.3,40.8,473.7,576.2,0.5,1.4,   11.0,0.0,15.0,1.6
2020-06-21 08:00:00,,29.4,31.0,27.9,35.7,42.6,27.3,667.6,752.2,0.6,1.5,   29.8,0.0,12.6,2.6
2020-06-21 09:00:00,,31.8,32.8,30.6,26.3,30.0,23.0,823.3,892.0,0.9,3.1,   37.4,0.0,10.0,3.5
2020-06-21 10:00:00,,33.2,34.3,32.3,26.2,29.0,23.0,934.5,969.0,1.1,2.9,   43.7,0.0,11.2,3.8
2020-06-21 11:00:00,,34.4,35.1,33.8,29.2,33.0,24.4,989.7,1003.0,1.6,4.7,   24.1,0.0,13.9,3.9
2020-06-21 12:00:00,,34.7,35.2,34.2,27.8,31.7,25.6,995.5,1005.0,1.9,4.2,   78.7,0.0,13.4,4.0
2020-06-21 13:00:00,,35.0,35.7,34.2,26.5,28.8,23.5,951.7,978.0,1.6,4.6,  114.8,0.0,13.0,4.1
2020-06-21 14:00:00,,34.6,35.3,34.1,26.3,28.3,24.4,843.8,909.0,1.6,5.0,  132.9,0.0,12.4,4.0
2020-06-21 15:00:00,,34.0,35.2,33.5,28.7,31.0,25.1,687.8,773.4,1.5,4.8,  155.9,0.0,13.3,3.8
2020-06-21 16:00:00,,33.7,34.6,32.9,29.6,33.4,24.2,495.0,590.8,1.3,4.5,  185.5,0.0,13.5,3.7
2020-06-21 17:00:00,,30.7,33.6,29.1,38.3,43.0,30.0,298.3,393.2,2.0,5.5,   40.7,0.0,14.8,2.7
2020-06-21 18:00:00,,28.9,29.8,27.7,41.9,44.0,39.9,111.0,199.8,1.5,3.3,   71.0,0.0,14.7,2.3
2020-06-21 19:00:00,,26.9,27.8,25.3,45.0,50.2,41.5,7.6,36.5,0.7,2.8,   71.1,0.0,13.9,2.0
2020-06-21 20:00:00,,24.7,25.4,24.1,53.3,55.3,50.2,0.0,0.0,0.3,1.2,  249.1,0.0,14.5,1.4
2020-06-21 21:00:00,,23.4,24.3,22.3,57.8,62.7,54.5,0.0,0.0,0.2,1.1,  220.2,0.0,14.7,1.2
2020-06-21 22:00:00,,22.0,22.6,21.5,64.3,66.4,61.6,0.0,0.0,0.1,0.6,  296.6,0.0,14.9,0.9
2020-06-21 23:00:00,,21.1,21.7,20.5,68.1,70.9,65.9,0.0,0.0,0.1,0.8,  356.4,0.0,15.0,0.8
2020-06-22 00:00:00,,20.6,20.9,19.9,69.1,71.9,68.0,0.0,0.0,0.2,0.9,  169.3,0.0,14.7,0.7
2020-06-22 01:00:00,,20.1,20.4,19.8,69.4,71.5,67.8,0.0,0.0,0.6,1.3,  184.2,0.0,14.4,0.7
2020-06-22 02:00:00,,19.7,20.1,19.4,69.1,69.7,68.6,0.0,0.0,0.5,1.1,  191.9,0.0,13.9,0.7
2020-06-22 03:00:00,,19.7,20.2,19.1,72.1,74.4,69.3,0.0,0.0,0.5,1.5,  179.4,0.0,14.6,0.6
2020-06-22 04:00:00,,19.4,20.1,18.9,76.9,78.9,74.0,2.2,15.1,0.3,0.9,  173.6,0.0,15.2,0.5
2020-06-22 05:00:00,,20.1,22.4,19.1,76.2,78.6,70.8,74.2,152.7,0.3,1.3,  183.8,0.0,15.8,0.6
2020-06-22 06:00:00,,23.3,24.1,22.4,67.9,70.8,63.6,256.7,359.2,0.5,1.3,   33.7,0.0,17.0,0.9
2020-06-22 07:00:00,,25.1,26.1,23.9,60.8,64.9,56.4,461.0,563.3,0.6,1.6,   25.7,0.0,17.0,1.2
2020-06-22 08:00:00,,26.9,28.7,25.5,52.2,58.2,44.1,651.8,737.4,0.7,2.2,   25.8,0.0,16.3,1.7
2020-06-22 09:00:00,,29.0,30.1,28.1,42.6,48.2,37.8,806.2,870.0,1.0,3.5,   31.2,0.0,15.1,2.3
2020-06-22 10:00:00,,30.7,31.8,29.7,36.7,41.9,32.4,915.5,956.0,1.5,4.4,   31.5,0.0,14.2,2.8
2020-06-22 11:00:00,,31.7,32.5,31.2,26.3,34.3,22.4,983.5,999.0,1.5,4.5,  111.4,0.0,10.0,3.4
2020-06-22 12:00:00,,31.8,32.4,31.2,22.6,25.6,20.4,994.0,1004.0,1.8,5.3,  109.4,0.0,7.8,3.6
2020-06-22 13:00:00,,31.4,31.9,30.9,23.7,26.8,21.6,945.2,978.0,1.8,4.6,  112.7,0.0,8.2,3.5
2020-06-22 14:00:00,,30.9,31.6,30.2,26.3,28.7,23.7,843.2,903.0,1.7,5.1,  109.9,0.0,9.3,3.3
2020-06-22 15:00:00,,30.2,30.9,29.3,28.7,31.5,26.8,695.4,775.8,1.6,4.3,  114.2,0.0,10.0,3.1
2020-06-22 16:00:00,,29.1,29.8,28.5,32.2,34.4,30.2,512.9,608.2,1.7,5.5,  115.8,0.0,10.8,2.7
2020-06-22 17:00:00,,27.8,28.7,27.1,37.1,40.8,33.2,313.2,414.8,1.7,5.5,  100.2,0.0,11.8,2.4
2020-06-22 18:00:00,,26.5,27.2,25.7,42.5,45.5,39.7,117.0,208.5,1.3,4.2,  114.7,0.0,12.7,2.0
2020-06-22 19:00:00,,25.0,25.8,24.1,48.8,54.7,45.6,8.0,38.7,0.6,2.9,  126.1,0.0,13.4,1.6
2020-06-22 20:00:00,,23.7,24.2,23.2,57.3,60.6,54.7,0.0,0.0,0.8,2.6,   81.0,0.0,14.8,1.3
2020-06-22 21:00:00,,22.8,23.4,22.2,62.1,63.9,60.5,0.0,0.0,0.6,2.4,   95.9,0.0,15.2,1.1
2020-06-22 22:00:00,,22.1,22.4,21.8,65.7,67.0,63.9,0.0,0.0,0.4,1.2,  124.8,0.0,15.4,0.9
2020-06-22 23:00:00,,21.7,21.9,21.5,67.8,68.5,66.9,0.0,0.0,0.3,1.0,  138.1,0.0,15.5,0.8
2020-06-23 00:00:00,,21.2,21.8,20.6,69.6,71.9,67.8,0.0,0.0,0.2,0.7,  170.3,0.0,15.5,0.8
2020-06-23 01:00:00,,20.1,20.9,19.7,73.9,75.5,71.0,0.0,0.0,0.2,0.9,  183.6,0.0,15.3,0.6
2020-06-23 02:00:00,,19.7,20.0,19.5,75.1,75.7,74.3,0.0,0.0,0.5,1.2,  186.9,0.0,15.2,0.6
2020-06-23 03:00:00,,19.4,19.7,19.2,76.0,76.7,75.5,0.0,0.0,0.5,1.1,  184.4,0.0,15.1,0.5
2020-06-23 04:00:00,,19.1,19.3,18.9,76.5,77.3,75.9,2.6,19.4,0.5,1.2,  191.3,0.0,14.9,0.5
2020-06-23 05:00:00,,20.4,21.9,18.9,72.7,77.2,66.4,81.9,161.4,0.1,0.8,  217.7,0.0,15.3,0.7
2020-06-23 06:00:00,,22.5,23.6,21.8,62.5,67.0,55.7,256.8,359.2,0.7,1.7,  273.0,0.0,15.0,1.0
2020-06-23 07:00:00,,24.5,25.8,23.5,52.7,56.3,48.3,462.8,563.3,0.7,1.8,  332.6,0.0,14.2,1.5
2020-06-23 08:00:00,,26.1,27.2,25.1,46.6,50.9,41.5,653.4,741.7,0.9,2.5,   20.7,0.0,13.8,1.8
2020-06-23 09:00:00,,28.5,29.7,26.8,39.2,45.1,34.8,809.0,870.0,1.0,3.5,   29.9,0.0,13.2,2.4
2020-06-23 10:00:00,,30.5,31.4,29.3,32.5,38.3,28.5,922.7,967.0,1.6,4.6,   42.1,0.0,12.1,3.0
2020-06-23 11:00:00,,31.5,32.5,30.8,28.8,31.8,26.2,985.3,999.0,2.2,6.3,   44.0,0.0,11.3,3.3
2020-06-23 12:00:00,,31.6,32.2,31.1,28.1,31.2,25.5,991.3,999.0,2.2,6.0,   54.5,0.0,10.9,3.3
2020-06-23 13:00:00,,31.6,32.3,30.9,27.1,28.9,25.4,943.3,976.0,2.3,5.6,   53.2,0.0,10.4,3.4
2020-06-23 14:00:00,,31.2,32.0,30.4,27.8,30.2,26.1,841.0,900.0,2.4,5.4,   50.6,0.0,10.4,3.3
2020-06-23 15:00:00,,30.8,31.4,30.1,28.5,30.5,26.6,690.0,773.6,2.2,5.0,   51.0,0.0,10.4,3.2
2020-06-23 16:00:00,,29.8,30.6,29.1,31.0,33.8,28.4,505.8,601.7,2.2,5.0,   54.9,0.0,10.8,2.9
2020-06-23 17:00:00,,28.6,29.4,27.9,34.2,37.9,30.9,305.3,406.2,1.8,4.3,   58.2,0.0,11.3,2.6
2020-06-23 18:00:00,,27.1,28.0,26.1,39.9,42.2,36.0,115.4,204.2,1.6,3.8,   57.9,0.0,12.3,2.2
2020-06-23 19:00:00,,25.2,26.3,24.1,47.9,53.1,42.1,7.4,38.7,1.1,2.8,   50.7,0.0,13.3,1.7
2020-06-23 20:00:00,,23.8,24.2,23.2,56.2,59.8,53.0,0.0,0.0,0.9,2.7,   66.2,0.0,14.5,1.3
2020-06-23 21:00:00,,22.7,23.3,22.0,60.7,62.4,59.0,0.0,0.0,0.3,1.9,  127.3,0.0,14.8,1.1
2020-06-23 22:00:00,,21.5,22.1,21.2,63.6,66.8,61.1,0.0,0.0,0.4,1.1,  189.5,0.0,14.3,0.9
2020-06-23 23:00:00,,21.0,21.5,20.5,68.4,71.0,66.0,0.0,0.0,0.4,0.9,  193.4,0.0,15.0,0.8
2020-06-24 00:00:00,,20.5,20.8,20.1,71.8,73.3,70.6,0.0,0.0,0.4,0.8,  197.0,0.0,15.2,0.7
2020-06-24 01:00:00,,20.2,20.6,19.8,74.1,75.1,72.7,0.0,0.0,0.5,1.3,  189.0,0.0,15.4,0.6
2020-06-24 02:00:00,,19.9,20.3,19.6,74.9,76.2,73.7,0.0,0.0,0.3,1.1,  185.2,0.0,15.3,0.6
2020-06-24 03:00:00,,19.4,19.7,19.1,76.5,78.1,75.6,0.0,0.0,0.5,1.4,  183.5,0.0,15.2,0.5
2020-06-24 04:00:00,,19.1,19.4,18.6,77.5,79.5,75.7,2.5,17.2,0.4,1.6,  190.7,0.0,15.1,0.5
2020-06-24 05:00:00,,20.5,22.0,19.3,70.9,75.9,63.3,82.1,129.1,0.4,1.3,  196.0,0.0,15.0,0.7
2020-06-24 06:00:00,,22.9,24.1,21.9,58.8,64.3,51.2,244.2,395.7,0.5,1.8,  253.3,0.0,14.4,1.2
2020-06-24 07:00:00,,25.3,27.0,23.9,46.3,51.7,39.4,449.2,677.4,0.6,2.2,  294.0,0.0,12.9,1.7
2020-06-24 08:00:00,,26.1,26.8,25.6,42.8,46.6,39.4,231.9,470.9,0.7,2.2,   17.5,0.0,12.4,1.9
2020-06-24 09:00:00,,25.7,26.0,25.4,44.3,46.0,41.3,141.6,182.7,1.0,3.5,   25.8,0.0,12.7,1.8
2020-06-24 10:00:00,,25.6,26.0,25.4,44.0,46.2,41.2,130.1,195.7,1.3,3.7,   68.2,0.0,12.4,1.8
2020-06-24 11:00:00,,27.1,29.3,26.0,44.4,48.7,35.7,544.6,1144.0,1.5,5.1,   51.0,0.0,13.9,2.0
2020-06-24 12:00:00,,29.5,31.0,28.3,34.0,39.4,28.0,993.8,1105.0,1.7,4.2,   51.9,0.0,12.0,2.7
2020-06-24 13:00:00,,30.5,31.3,29.9,32.7,36.2,29.0,928.5,967.0,2.1,4.9,   33.0,0.0,12.3,2.9
